name,directory,path,camera,position_vehicle,type,make,model,year,plate,position_plate,char 1,char 2,char 3,char 4,char 5,char 6,char 7
track0005[26].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[26].png,/track0005/track0005[26].png,"['GoPro', 'Hero4', 'Silver']","['769', '346', '274', '255']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['873', '517', '67', '22']","['876', '526', '8', '11']","['884', '525', '8', '11']","['892', '525', '9', '12']","['904', '525', '7', '12']","['912', '525', '7', '12']","['921', '525', '7', '11']","['929', '525', '7', '11']"
track0005[06].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[06].png,/track0005/track0005[06].png,"['GoPro', 'Hero4', 'Silver']","['781', '343', '259', '241']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '505', '64', '22']","['882', '512', '8', '12']","['890', '512', '7', '11']","['898', '513', '8', '11']","['908', '513', '8', '11']","['916', '513', '7', '11']","['923', '513', '9', '11']","['932', '513', '7', '11']"
track0005[10].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[10].png,/track0005/track0005[10].png,"['GoPro', 'Hero4', 'Silver']","['780', '341', '263', '239']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '65', '22']","['881', '511', '9', '11']","['890', '511', '7', '11']","['898', '511', '8', '11']","['909', '511', '8', '11']","['916', '511', '8', '11']","['925', '511', '8', '11']","['934', '511', '7', '11']"
track0005[11].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[11].png,/track0005/track0005[11].png,"['GoPro', 'Hero4', 'Silver']","['778', '340', '264', '244']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '65', '21']","['882', '510', '7', '11']","['890', '510', '7', '11']","['898', '510', '8', '11']","['909', '511', '7', '11']","['917', '511', '8', '10']","['925', '511', '8', '10']","['934', '511', '7', '10']"
track0005[07].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[07].png,/track0005/track0005[07].png,"['GoPro', 'Hero4', 'Silver']","['782', '343', '259', '238']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '505', '64', '22']","['881', '512', '9', '12']","['890', '512', '7', '11']","['898', '512', '8', '12']","['909', '512', '7', '12']","['916', '512', '7', '12']","['924', '513', '8', '11']","['933', '513', '7', '11']"
track0005[27].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[27].png,/track0005/track0005[27].png,"['GoPro', 'Hero4', 'Silver']","['770', '344', '272', '249']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['873', '516', '67', '22']","['875', '524', '8', '11']","['884', '524', '7', '11']","['892', '524', '9', '12']","['903', '524', '8', '12']","['912', '524', '7', '12']","['920', '524', '8', '12']","['929', '524', '7', '11']"
track0005[08].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[08].png,/track0005/track0005[08].png,"['GoPro', 'Hero4', 'Silver']","['780', '343', '261', '237']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '504', '65', '22']","['882', '512', '8', '11']","['890', '513', '8', '10']","['898', '513', '8', '10']","['909', '513', '7', '10']","['917', '513', '7', '10']","['924', '513', '8', '10']","['934', '513', '6', '11']"
track0005[24].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[24].png,/track0005/track0005[24].png,"['GoPro', 'Hero4', 'Silver']","['771', '347', '274', '254']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['874', '518', '67', '22']","['877', '526', '8', '11']","['886', '525', '7', '12']","['894', '526', '8', '11']","['905', '526', '7', '11']","['914', '526', '6', '11']","['922', '526', '7', '11']","['930', '526', '7', '11']"
track0005[12].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[12].png,/track0005/track0005[12].png,"['GoPro', 'Hero4', 'Silver']","['777', '339', '266', '248']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '65', '21']","['881', '510', '8', '11']","['890', '511', '8', '10']","['898', '510', '9', '12']","['909', '510', '8', '11']","['917', '511', '8', '10']","['925', '511', '8', '11']","['934', '511', '7', '11']"
track0005[04].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[04].png,/track0005/track0005[04].png,"['GoPro', 'Hero4', 'Silver']","['781', '343', '257', '243']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '504', '63', '21']","['881', '511', '8', '12']","['889', '512', '8', '10']","['897', '511', '8', '11']","['908', '512', '6', '11']","['915', '512', '7', '11']","['923', '512', '7', '10']","['931', '512', '7', '11']"
track0005[28].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[28].png,/track0005/track0005[28].png,"['GoPro', 'Hero4', 'Silver']","['768', '343', '274', '256']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['872', '515', '67', '22']","['875', '523', '8', '11']","['883', '523', '8', '11']","['891', '522', '9', '12']","['903', '523', '7', '11']","['910', '523', '9', '11']","['920', '523', '7', '11']","['928', '523', '7', '11']"
track0005[29].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[29].png,/track0005/track0005[29].png,"['GoPro', 'Hero4', 'Silver']","['768', '343', '273', '252']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['872', '513', '67', '22']","['874', '521', '9', '11']","['883', '521', '7', '11']","['891', '521', '8', '11']","['902', '521', '8', '11']","['910', '521', '8', '11']","['919', '521', '7', '11']","['927', '522', '8', '10']"
track0005[05].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[05].png,/track0005/track0005[05].png,"['GoPro', 'Hero4', 'Silver']","['780', '344', '259', '240']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '505', '64', '21']","['882', '512', '8', '11']","['890', '512', '7', '11']","['897', '513', '9', '11']","['908', '513', '8', '11']","['916', '513', '7', '11']","['924', '513', '7', '11']","['932', '513', '7', '10']"
track0005[13].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[13].png,/track0005/track0005[13].png,"['GoPro', 'Hero4', 'Silver']","['776', '338', '270', '248']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '65', '22']","['881', '511', '8', '11']","['890', '511', '8', '11']","['898', '511', '9', '11']","['909', '511', '8', '11']","['917', '511', '8', '11']","['925', '511', '8', '11']","['934', '511', '7', '11']"
track0005[25].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[25].png,/track0005/track0005[25].png,"['GoPro', 'Hero4', 'Silver']","['771', '345', '272', '256']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['874', '518', '67', '22']","['877', '525', '8', '12']","['885', '525', '8', '12']","['893', '525', '9', '12']","['905', '526', '7', '11']","['913', '526', '7', '11']","['922', '526', '6', '11']","['930', '526', '7', '11']"
track0005[09].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[09].png,/track0005/track0005[09].png,"['GoPro', 'Hero4', 'Silver']","['780', '341', '261', '238']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '504', '65', '21']","['882', '512', '8', '10']","['890', '512', '7', '10']","['898', '512', '8', '10']","['909', '511', '7', '11']","['916', '511', '8', '12']","['925', '511', '7', '12']","['934', '512', '6', '10']"
track0005[14].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[14].png,/track0005/track0005[14].png,"['GoPro', 'Hero4', 'Silver']","['776', '338', '268', '252']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '66', '22']","['881', '511', '8', '11']","['890', '511', '7', '11']","['897', '511', '9', '11']","['909', '511', '7', '12']","['917', '511', '8', '12']","['925', '511', '8', '12']","['934', '512', '7', '11']"
track0005[02].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[02].png,/track0005/track0005[02].png,"['GoPro', 'Hero4', 'Silver']","['782', '342', '254', '234']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '502', '62', '21']","['881', '509', '8', '11']","['889', '509', '7', '11']","['896', '509', '10', '11']","['907', '509', '7', '11']","['914', '509', '8', '11']","['922', '510', '8', '10']","['930', '510', '8', '10']"
track0005[18].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[18].png,/track0005/track0005[18].png,"['GoPro', 'Hero4', 'Silver']","['774', '341', '270', '251']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['878', '508', '66', '24']","['880', '517', '8', '12']","['889', '517', '7', '12']","['896', '516', '9', '13']","['908', '517', '7', '12']","['916', '517', '7', '12']","['925', '517', '6', '12']","['933', '518', '7', '11']"
track0005[22].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[22].png,/track0005/track0005[22].png,"['GoPro', 'Hero4', 'Silver']","['774', '348', '271', '250']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['875', '516', '67', '23']","['879', '525', '7', '11']","['887', '525', '7', '11']","['895', '525', '8', '11']","['907', '525', '6', '11']","['915', '525', '6', '11']","['923', '525', '7', '11']","['932', '525', '7', '11']"
track0005[23].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[23].png,/track0005/track0005[23].png,"['GoPro', 'Hero4', 'Silver']","['772', '347', '272', '254']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['875', '518', '67', '22']","['877', '526', '9', '11']","['886', '525', '8', '12']","['894', '525', '9', '12']","['906', '526', '7', '11']","['914', '526', '7', '11']","['922', '526', '8', '11']","['931', '526', '7', '11']"
track0005[19].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[19].png,/track0005/track0005[19].png,"['GoPro', 'Hero4', 'Silver']","['773', '344', '272', '251']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['876', '511', '68', '23']","['879', '519', '9', '11']","['888', '519', '7', '11']","['896', '519', '8', '11']","['907', '519', '7', '12']","['915', '519', '8', '12']","['924', '519', '7', '12']","['932', '519', '7', '12']"
track0005[03].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[03].png,/track0005/track0005[03].png,"['GoPro', 'Hero4', 'Silver']","['781', '342', '256', '236']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '503', '62', '21']","['881', '511', '7', '11']","['889', '511', '7', '11']","['897', '511', '7', '11']","['907', '511', '7', '11']","['915', '510', '7', '12']","['923', '510', '7', '12']","['930', '511', '8', '11']"
track0005[15].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0005/track0005[15].png,/track0005/track0005[15].png,"['GoPro', 'Hero4', 'Silver']","['775', '339', '271', '251']",['car'],['Volkswagen'],['Fox'],['2007'],['AOM-8734'],"['879', '504', '65', '22']","['881', '512', '8', '11']","['889', '512', '8', '11']","['897', '512', '9', '12']","['909', '512', '7', '12']","['916', '512', '9', '12']","['925', '513', '8', '11']","['934', '513', '7', '11']"
track0059[01].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[01].png,/track0059/track0059[01].png,"['iPhone', '7', 'Plus']","['817', '210', '211', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['893', '495', '61', '49']","['902', '507', '11', '15']","['918', '508', '11', '15']","['934', '509', '11', '15']","['899', '523', '11', '16']","['911', '524', '12', '16']","['927', '524', '4', '16']","['935', '524', '11', '17']"
track0059[17].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[17].png,/track0059/track0059[17].png,"['iPhone', '7', 'Plus']","['882', '219', '210', '493']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['948', '507', '63', '51']","['958', '519', '12', '16']","['974', '521', '12', '15']","['991', '522', '11', '15']","['955', '536', '11', '15']","['967', '536', '11', '17']","['983', '538', '4', '16']","['990', '538', '13', '17']"
track0059[21].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[21].png,/track0059/track0059[21].png,"['iPhone', '7', 'Plus']","['911', '218', '213', '501']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['976', '513', '64', '51']","['985', '524', '13', '17']","['1002', '526', '12', '16']","['1019', '527', '12', '16']","['983', '541', '11', '17']","['995', '542', '12', '17']","['1011', '543', '5', '17']","['1019', '544', '13', '17']"
track0059[20].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[20].png,/track0059/track0059[20].png,"['iPhone', '7', 'Plus']","['902', '218', '213', '502']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['969', '510', '65', '52']","['979', '522', '12', '16']","['995', '524', '12', '16']","['1012', '525', '12', '16']","['976', '539', '12', '16']","['988', '540', '12', '16']","['1004', '541', '5', '17']","['1013', '542', '12', '17']"
track0059[16].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[16].png,/track0059/track0059[16].png,"['iPhone', '7', 'Plus']","['876', '220', '208', '491']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['941', '507', '64', '50']","['951', '518', '12', '17']","['967', '520', '12', '16']","['984', '521', '11', '16']","['948', '535', '12', '16']","['960', '536', '12', '16']","['976', '538', '5', '15']","['984', '538', '12', '16']"
track0059[27].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[27].png,/track0059/track0059[27].png,"['iPhone', '7', 'Plus']","['957', '215', '222', '517']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1025', '519', '67', '55']","['1036', '532', '12', '17']","['1053', '534', '13', '16']","['1071', '535', '12', '17']","['1033', '550', '11', '16']","['1045', '551', '12', '17']","['1061', '552', '6', '17']","['1071', '552', '12', '18']"
track0059[07].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[07].png,/track0059/track0059[07].png,"['iPhone', '7', 'Plus']","['834', '217', '208', '482']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['904', '500', '62', '49']","['914', '512', '11', '16']","['930', '513', '11', '16']","['946', '514', '11', '16']","['911', '528', '11', '16']","['923', '529', '11', '16']","['939', '531', '3', '15']","['946', '530', '12', '17']"
track0059[11].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[11].png,/track0059/track0059[11].png,"['iPhone', '7', 'Plus']","['849', '214', '208', '493']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['917', '503', '62', '49']","['927', '515', '11', '15']","['942', '516', '12', '15']","['959', '517', '11', '16']","['924', '531', '11', '16']","['935', '532', '12', '16']","['952', '533', '3', '16']","['959', '533', '12', '17']"
track0059[10].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[10].png,/track0059/track0059[10].png,"['iPhone', '7', 'Plus']","['846', '217', '203', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['912', '502', '62', '49']","['922', '514', '12', '16']","['938', '515', '12', '16']","['954', '516', '11', '16']","['919', '530', '12', '16']","['931', '531', '12', '16']","['947', '532', '4', '16']","['954', '532', '13', '17']"
track0059[06].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[06].png,/track0059/track0059[06].png,"['iPhone', '7', 'Plus']","['829', '210', '208', '487']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['901', '499', '61', '49']","['910', '511', '12', '16']","['926', '512', '12', '16']","['942', '513', '12', '16']","['907', '527', '12', '16']","['919', '528', '12', '16']","['935', '529', '5', '16']","['943', '529', '12', '17']"
track0059[26].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[26].png,/track0059/track0059[26].png,"['iPhone', '7', 'Plus']","['950', '217', '218', '513']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1018', '519', '67', '54']","['1028', '532', '12', '16']","['1045', '533', '13', '17']","['1063', '535', '12', '16']","['1025', '549', '12', '17']","['1038', '550', '12', '17']","['1055', '551', '4', '17']","['1063', '552', '12', '18']"
track0059[30].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[30].png,/track0059/track0059[30].png,"['iPhone', '7', 'Plus']","['985', '216', '218', '520']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1051', '523', '68', '55']","['1061', '536', '13', '17']","['1079', '538', '13', '17']","['1097', '540', '12', '17']","['1058', '554', '13', '17']","['1071', '555', '13', '17']","['1088', '556', '6', '18']","['1097', '557', '13', '19']"
track0059[09].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[09].png,/track0059/track0059[09].png,"['iPhone', '7', 'Plus']","['842', '217', '203', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['909', '502', '62', '50']","['919', '514', '12', '16']","['935', '515', '11', '16']","['951', '517', '11', '15']","['916', '530', '11', '16']","['928', '531', '12', '16']","['944', '533', '4', '15']","['951', '532', '12', '17']"
track0059[25].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[25].png,/track0059/track0059[25].png,"['iPhone', '7', 'Plus']","['941', '217', '218', '512']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1008', '517', '67', '53']","['1019', '529', '12', '17']","['1035', '531', '13', '16']","['1053', '533', '12', '16']","['1016', '546', '11', '17']","['1028', '547', '12', '17']","['1045', '549', '4', '16']","['1053', '550', '12', '17']"
track0059[13].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[13].png,/track0059/track0059[13].png,"['iPhone', '7', 'Plus']","['856', '220', '208', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['924', '504', '63', '50']","['934', '515', '12', '16']","['950', '517', '12', '15']","['967', '518', '11', '16']","['931', '532', '11', '16']","['943', '533', '11', '15']","['959', '534', '4', '16']","['967', '534', '12', '17']"
track0059[05].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[05].png,/track0059/track0059[05].png,"['iPhone', '7', 'Plus']","['827', '208', '207', '483']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['898', '496', '61', '48']","['906', '507', '13', '16']","['922', '508', '12', '16']","['939', '509', '11', '15']","['904', '523', '11', '16']","['916', '524', '11', '16']","['932', '525', '4', '15']","['939', '525', '12', '17']"
track0059[29].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[29].png,/track0059/track0059[29].png,"['iPhone', '7', 'Plus']","['977', '215', '218', '520']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1043', '522', '69', '56']","['1054', '535', '13', '17']","['1071', '537', '13', '17']","['1089', '539', '12', '17']","['1050', '553', '13', '17']","['1063', '554', '14', '17']","['1080', '555', '6', '18']","['1089', '556', '13', '19']"
track0059[28].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[28].png,/track0059/track0059[28].png,"['iPhone', '7', 'Plus']","['966', '217', '220', '518']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1035', '522', '68', '55']","['1045', '534', '13', '18']","['1062', '536', '13', '17']","['1080', '538', '12', '17']","['1042', '552', '12', '17']","['1055', '553', '12', '17']","['1072', '555', '4', '17']","['1080', '556', '13', '18']"
track0059[04].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[04].png,/track0059/track0059[04].png,"['iPhone', '7', 'Plus']","['823', '211', '205', '483']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['896', '497', '61', '49']","['905', '509', '12', '15']","['921', '510', '12', '15']","['937', '511', '12', '15']","['903', '525', '11', '16']","['915', '526', '11', '15']","['931', '527', '3', '15']","['938', '526', '12', '17']"
track0059[12].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[12].png,/track0059/track0059[12].png,"['iPhone', '7', 'Plus']","['852', '220', '208', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['921', '504', '62', '49']","['930', '515', '12', '17']","['946', '517', '12', '16']","['962', '518', '12', '16']","['927', '532', '12', '16']","['939', '533', '12', '16']","['955', '534', '4', '16']","['963', '534', '12', '17']"
track0059[24].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[24].png,/track0059/track0059[24].png,"['iPhone', '7', 'Plus']","['934', '217', '213', '508']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['1000', '516', '66', '53']","['1010', '529', '12', '16']","['1027', '530', '12', '17']","['1044', '532', '12', '16']","['1007', '546', '12', '17']","['1019', '547', '12', '16']","['1036', '548', '5', '17']","['1044', '549', '12', '17']"
track0059[08].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[08].png,/track0059/track0059[08].png,"['iPhone', '7', 'Plus']","['839', '216', '205', '483']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['908', '502', '61', '48']","['917', '513', '12', '16']","['933', '514', '12', '16']","['949', '515', '11', '16']","['914', '529', '12', '16']","['926', '530', '11', '16']","['942', '531', '4', '16']","['950', '531', '11', '17']"
track0059[15].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[15].png,/track0059/track0059[15].png,"['iPhone', '7', 'Plus']","['870', '217', '210', '493']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['935', '505', '64', '50']","['945', '516', '12', '17']","['962', '518', '11', '15']","['978', '519', '11', '16']","['942', '533', '12', '16']","['954', '533', '12', '17']","['971', '535', '4', '16']","['979', '535', '12', '17']"
track0059[03].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[03].png,/track0059/track0059[03].png,"['iPhone', '7', 'Plus']","['823', '207', '208', '485']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['895', '494', '62', '49']","['904', '506', '12', '16']","['920', '507', '12', '16']","['936', '508', '12', '16']","['902', '523', '11', '15']","['913', '523', '12', '16']","['929', '524', '5', '15']","['937', '524', '12', '17']"
track0059[19].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[19].png,/track0059/track0059[19].png,"['iPhone', '7', 'Plus']","['895', '218', '212', '498']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['961', '509', '64', '51']","['971', '521', '12', '16']","['987', '523', '12', '16']","['1004', '524', '12', '16']","['968', '538', '11', '16']","['980', '538', '12', '17']","['996', '540', '5', '16']","['1004', '540', '13', '18']"
track0059[23].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[23].png,/track0059/track0059[23].png,"['iPhone', '7', 'Plus']","['926', '219', '215', '507']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['993', '515', '65', '52']","['1003', '527', '12', '17']","['1020', '529', '12', '16']","['1037', '530', '12', '17']","['1000', '544', '12', '17']","['1012', '545', '12', '17']","['1028', '546', '5', '17']","['1037', '547', '12', '18']"
track0059[22].txt,/Users/youngkyungkim/Document/duke/spring_2020/machine_learning/project/license-plate-recogition/dataset/UFPR-ALPR dataset/training/track0059/track0059[22].png,/track0059/track0059[22].png,"['iPhone', '7', 'Plus']","['916', '218', '213', '502']",['motorcycle'],['Yamaha'],['XTZ'],['2017'],['BBO-8514'],"['984', '513', '64', '52']","['993', '525', '14', '17']","['1010', '527', '12', '16']","['1027', '528', '12', '16']","['990', '542', '12', '16']","['1003', '543', '12', '17']","['1019', '544', '5', '17']","['1027', '544', '12', '18']"
